ID Transaksi,Tanggal Transaksi,Nama Barang,Kategori,Jumlah Terjual,Harga Satuan,Total Harga,Metode Pembayaran,Kategori_Encoded,Metode_Pembayaran_Encoded,Bulan Transaksi,Tahun Transaksi
TX-20240208-005,2024-02-08,Life Cat Can - Kitten Salmon,Makanan,17,50000,850000,Transfer,2,1,2,2024
TX-20240918-004,2024-09-18,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,11,55833,614163,QRIS,3,0,9,2024
TX-20240929-005,2024-09-29,Life Cat Pouch Dus,Makanan,10,55833,558330,Tunai,2,2,9,2024
TX-20240513-005,2024-05-13,EzyDog Chest Plate Harness for Dogs,Aksesoris,16,55833,893328,QRIS,0,0,5,2024
TX-20240615-005,2024-06-15,Nutri-Vet Multivitamin Chewable,Obat Hewan,12,12024,144288,QRIS,3,0,6,2024
TX-20240102-004,2024-01-02,Kong Puppy Teething Stick,Mainan,15,55833,837495,QRIS,1,0,1,2024
TX-20240531-010,2024-05-31,Kong Classic Dog Chew Toy,Mainan,12,50000,600000,Tunai,1,2,5,2024
TX-20241031-006,2024-10-31,Life Cat Pouch Dus,Makanan,7,130000,910000,QRIS,2,0,10,2024
TX-20240529-006,2024-05-29,Life Cat Can - Tuna,Makanan,12,130000,1560000,QRIS,2,0,5,2024
TX-20240115-005,2024-01-15,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,11,50000,550000,QRIS,3,0,1,2024
TX-20240421-006,2024-04-21,Life Cat Can - Kitten Salmon,Makanan,13,12024,156312,QRIS,2,0,4,2024
TX-20240217-003,2024-02-17,Life Cat Pouch - Chicken Tuna Adult,Makanan,14,50000,700000,QRIS,2,0,2,2024
TX-20240912-003,2024-09-12,Life Cat Pouch - Chicken Adult,Makanan,12,55833,669996,Tunai,2,2,9,2024
TX-20240803-002,2024-08-03,Life Cat Can - Kitten Tuna,Makanan,13,130000,1690000,QRIS,2,0,8,2024
TX-20240819-003,2024-08-19,Seresto Flea and Tick Collar for Dogs,Obat Hewan,7,4435,31045,QRIS,3,0,8,2024
TX-20240803-003,2024-08-03,Life Cat Pouch - Kitten Chicken,Makanan,4,4435,17740,Transfer,2,1,8,2024
TX-20240927-006,2024-09-27,Life Cat Pouch - Kitten Salmon,Makanan,1,12024,12024,Tunai,2,2,9,2024
TX-20240504-005,2024-05-04,Rogz Utility Dog Leash - Medium,Aksesoris,14,50000,700000,Tunai,0,2,5,2024
TX-20240214-004,2024-02-14,EzyDog Chest Plate Harness for Dogs,Aksesoris,6,130000,780000,Transfer,0,1,2,2024
TX-20240307-002,2024-03-07,Life Cat Pouch - Chicken Adult,Makanan,1,4435,4435,QRIS,2,0,3,2024
TX-20240708-007,2024-07-08,Life Cat Can - Chicken,Makanan,5,130000,650000,Transfer,2,1,7,2024
TX-20241023-005,2024-10-23,Life Cat Can - Chicken,Makanan,4,12024,48096,Transfer,2,1,10,2024
TX-20240109-009,2024-01-09,Frontline Plus Flea & Tick Treatment,Obat Hewan,5,130000,650000,QRIS,3,0,1,2024
TX-20240328-005,2024-03-28,Life Cat Can - Chicken,Makanan,19,50000,950000,Tunai,2,2,3,2024
TX-20240802-003,2024-08-02,Life Cat Pouch - Kitten Chicken,Makanan,11,4435,48785,Transfer,2,1,8,2024
TX-20240810-004,2024-08-10,Life Cat Tofu - Macha,Makanan,12,12024,144288,Tunai,2,2,8,2024
TX-20240101-005,2024-01-01,Frontline Plus Flea & Tick Treatment,Obat Hewan,17,55833,949161,QRIS,3,0,1,2024
TX-20240529-007,2024-05-29,Life Cat Pouch - Chicken Adult,Makanan,18,4435,79830,QRIS,2,0,5,2024
TX-20241008-004,2024-10-08,Rogz Utility Dog Leash - Medium,Aksesoris,7,55833,390831,QRIS,0,0,10,2024
TX-20240724-003,2024-07-24,Life Cat Can - Kitten Tuna,Makanan,14,55833,781662,Transfer,2,1,7,2024
TX-20241003-005,2024-10-03,Life Cat Tofu - Macha,Makanan,1,12024,12024,Transfer,2,1,10,2024
TX-20240206-002,2024-02-06,Nutri-Vet Multivitamin Chewable,Obat Hewan,5,130000,650000,QRIS,3,0,2,2024
TX-20240317-003,2024-03-17,Frontline Plus Flea & Tick Treatment,Obat Hewan,15,50000,750000,Transfer,3,1,3,2024
TX-20240405-006,2024-04-05,Life Cat Tofu - Macha,Makanan,8,4435,35480,QRIS,2,0,4,2024
TX-20240911-008,2024-09-11,Trixie Cat Laser Pointer,Mainan,5,250000,1250000,Transfer,1,1,9,2024
TX-20240301-004,2024-03-01,Life Cat Can - Kitten Tuna,Makanan,6,250000,1500000,Tunai,2,2,3,2024
TX-20240704-003,2024-07-04,Trixie Cat Scratching Post,Mainan,10,130000,1300000,QRIS,1,0,7,2024
TX-20240417-007,2024-04-17,EzyDog Chest Plate Harness for Dogs,Aksesoris,7,12024,84168,QRIS,0,0,4,2024
TX-20240427-004,2024-04-27,Life Cat Pouch - Kitten Salmon,Makanan,5,50000,250000,Tunai,2,2,4,2024
TX-20240418-004,2024-04-18,Seresto Flea and Tick Collar for Dogs,Obat Hewan,8,250000,2000000,Tunai,3,2,4,2024
TX-20240306-005,2024-03-06,EzyDog Chest Plate Harness for Dogs,Aksesoris,12,12024,144288,QRIS,0,0,3,2024
TX-20240113-003,2024-01-13,Life Cat Tofu - Macha,Makanan,4,250000,1000000,QRIS,2,0,1,2024
TX-20241011-003,2024-10-11,Life Cat Pouch - Salmon Adult,Makanan,16,55833,893328,Tunai,2,2,10,2024
TX-20240124-002,2024-01-24,Life Cat Pouch - Kitten Chicken,Makanan,2,50000,100000,QRIS,2,0,1,2024
TX-20240918-005,2024-09-18,Life Cat Can - Kitten Salmon,Makanan,2,55833,111666,QRIS,2,0,9,2024
TX-20240925-002,2024-09-25,Nutri-Vet Multivitamin Chewable,Obat Hewan,6,50000,300000,QRIS,3,0,9,2024
TX-20240303-005,2024-03-03,Life Cat Pouch - Salmon Adult,Makanan,15,50000,750000,Transfer,2,1,3,2024
TX-20240709-002,2024-07-09,Nutri-Vet Multivitamin Chewable,Obat Hewan,9,55833,502497,Transfer,3,1,7,2024
TX-20240601-006,2024-06-01,Life Cat Tofu - Macha,Makanan,7,250000,1750000,Tunai,2,2,6,2024
TX-20240813-003,2024-08-13,Life Cat Can - Chicken,Makanan,8,55833,446664,Tunai,2,2,8,2024
TX-20240504-006,2024-05-04,Life Cat Can - Chicken,Makanan,7,130000,910000,Transfer,2,1,5,2024
TX-20240522-006,2024-05-22,Life Cat Tofu - Macha,Makanan,10,4435,44350,QRIS,2,0,5,2024
TX-20240215-005,2024-02-15,Life Cat Tofu - Macha,Makanan,15,12024,180360,Tunai,2,2,2,2024
TX-20240831-006,2024-08-31,Kong Puppy Teething Stick,Mainan,11,50000,550000,Tunai,1,2,8,2024
TX-20240327-001,2024-03-27,Life Cat Tofu - Mango,Makanan,5,130000,650000,Transfer,2,1,3,2024
TX-20240712-004,2024-07-12,Life Cat Pouch Dus,Makanan,12,130000,1560000,QRIS,2,0,7,2024
TX-20240726-004,2024-07-26,Life Cat Tofu - Macha,Makanan,5,50000,250000,Tunai,2,2,7,2024
TX-20240430-005,2024-04-30,Life Cat Can - Kitten Tuna,Makanan,14,55833,781662,QRIS,2,0,4,2024
TX-20240501-001,2024-05-01,Life Cat Can - Tuna,Makanan,7,55833,390831,QRIS,2,0,5,2024
TX-20240713-002,2024-07-13,Drontal Cat Dewormer,Obat Hewan,1,250000,250000,Transfer,3,1,7,2024
TX-20240201-003,2024-02-01,EzyDog Chest Plate Harness for Dogs,Aksesoris,1,250000,250000,Tunai,0,2,2,2024
TX-20240918-006,2024-09-18,Trixie Cat Scratching Post,Mainan,1,4435,4435,QRIS,1,0,9,2024
TX-20240709-003,2024-07-09,Trixie Cat Tunnel,Mainan,5,50000,250000,Tunai,1,2,7,2024
TX-20240627-004,2024-06-27,Life Cat Pouch - Kitten Chicken,Makanan,14,50000,700000,Tunai,2,2,6,2024
TX-20240120-004,2024-01-20,Trixie Cat Laser Pointer,Mainan,12,4435,53220,Tunai,1,2,1,2024
TX-20240616-003,2024-06-16,Life Cat Can - Chicken,Makanan,4,12024,48096,Tunai,2,2,6,2024
TX-20240709-004,2024-07-09,Life Cat Pouch Dus,Makanan,4,50000,200000,QRIS,2,0,7,2024
TX-20240102-005,2024-01-02,Life Cat Can - Kitten Tuna,Makanan,1,55833,55833,Transfer,2,1,1,2024
TX-20240902-007,2024-09-02,Life Cat Tofu - Mango,Makanan,13,130000,1690000,QRIS,2,0,9,2024
TX-20240424-004,2024-04-24,Life Cat Tofu - Macha,Makanan,8,50000,400000,Tunai,2,2,4,2024
TX-20240317-004,2024-03-17,Life Cat Tofu - Macha,Makanan,7,250000,1750000,Tunai,2,2,3,2024
TX-20241016-003,2024-10-16,Life Cat Pouch - Salmon Adult,Makanan,13,130000,1690000,Tunai,2,2,10,2024
TX-20240530-007,2024-05-30,Seresto Flea and Tick Collar for Dogs,Obat Hewan,11,55833,614163,QRIS,3,0,5,2024
TX-20240908-005,2024-09-08,Rogz Utility Dog Leash - Medium,Aksesoris,10,55833,558330,Transfer,0,1,9,2024
TX-20240821-002,2024-08-21,Life Cat Pouch Dus,Makanan,4,55833,223332,Transfer,2,1,8,2024
TX-20240111-005,2024-01-11,Life Cat Pouch - Chicken Adult,Makanan,10,4435,44350,Tunai,2,2,1,2024
TX-20240323-004,2024-03-23,Life Cat Can - Chicken,Makanan,5,250000,1250000,Tunai,2,2,3,2024
TX-20240810-005,2024-08-10,Life Cat Pouch - Kitten Salmon,Makanan,4,55833,223332,QRIS,2,0,8,2024
TX-20240118-007,2024-01-18,Life Cat Pouch - Kitten Chicken,Makanan,13,55833,725829,Tunai,2,2,1,2024
TX-20240724-004,2024-07-24,Life Cat Can - Chicken,Makanan,8,12024,96192,Tunai,2,2,7,2024
TX-20240222-002,2024-02-22,Trixie Cat Laser Pointer,Mainan,16,50000,800000,QRIS,1,0,2,2024
TX-20240722-003,2024-07-22,Life Cat Can - Kitten Salmon,Makanan,13,50000,650000,Transfer,2,1,7,2024
TX-20240311-005,2024-03-11,Life Cat Tofu - Macha,Makanan,19,12024,228456,Transfer,2,1,3,2024
TX-20240623-005,2024-06-23,Rogz Utility Dog Leash - Medium,Aksesoris,18,12024,216432,QRIS,0,0,6,2024
TX-20240121-003,2024-01-21,Life Cat Pouch - Kitten Chicken,Makanan,8,250000,2000000,Tunai,2,2,1,2024
TX-20240429-003,2024-04-29,Life Cat Pouch - Chicken Adult,Makanan,10,4435,44350,QRIS,2,0,4,2024
TX-20241022-004,2024-10-22,EzyDog Chest Plate Harness for Dogs,Aksesoris,11,50000,550000,QRIS,0,0,10,2024
TX-20240606-005,2024-06-06,Seresto Flea and Tick Collar for Dogs,Obat Hewan,8,55833,446664,Transfer,3,1,6,2024
TX-20240321-004,2024-03-21,Trixie Cat Laser Pointer,Mainan,16,130000,2080000,QRIS,1,0,3,2024
TX-20240516-004,2024-05-16,Kong Classic Dog Chew Toy,Mainan,9,130000,1170000,Transfer,1,1,5,2024
TX-20240831-007,2024-08-31,Life Cat Can - Chicken,Makanan,14,4435,62090,Transfer,2,1,8,2024
TX-20241006-007,2024-10-06,Life Cat Can - Kitten Tuna,Makanan,17,55833,949161,Transfer,2,1,10,2024
TX-20240922-003,2024-09-22,Life Cat Pouch - Chicken Tuna Adult,Makanan,7,50000,350000,Tunai,2,2,9,2024
TX-20241115-005,2024-11-15,Life Cat Can - Tuna,Makanan,3,50000,150000,QRIS,2,0,11,2024
TX-20241115-006,2024-11-15,Life Cat Pouch - Chicken Adult,Makanan,9,50000,450000,Tunai,2,2,11,2024
TX-20240610-009,2024-06-10,Life Cat Pouch - Kitten Tuna,Makanan,16,50000,800000,Transfer,2,1,6,2024
TX-20240825-001,2024-08-25,Life Cat Pouch - Salmon Adult,Makanan,3,130000,390000,Tunai,2,2,8,2024
TX-20240721-006,2024-07-21,Life Cat Pouch - Salmon Adult,Makanan,1,250000,250000,Transfer,2,1,7,2024
TX-20240715-007,2024-07-15,Life Cat Can - Tuna,Makanan,4,130000,520000,QRIS,2,0,7,2024
TX-20240404-001,2024-04-04,Nutri-Vet Multivitamin Chewable,Obat Hewan,7,4435,31045,Transfer,3,1,4,2024
TX-20240825-002,2024-08-25,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,12,12024,144288,QRIS,3,0,8,2024
TX-20240508-003,2024-05-08,Kong Classic Dog Chew Toy,Mainan,9,55833,502497,Transfer,1,1,5,2024
TX-20240513-006,2024-05-13,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,4,4435,17740,Transfer,3,1,5,2024
TX-20240124-003,2024-01-24,Kong Classic Dog Chew Toy,Mainan,16,12024,192384,QRIS,1,0,1,2024
TX-20240101-006,2024-01-01,Life Cat Tofu - Mango,Makanan,1,55833,55833,Tunai,2,2,1,2024
TX-20240428-001,2024-04-28,Trixie Cat Tunnel,Mainan,13,12024,156312,QRIS,1,0,4,2024
TX-20241022-005,2024-10-22,Life Cat Tofu - Macha,Makanan,12,130000,1560000,QRIS,2,0,10,2024
TX-20241001-006,2024-10-01,Life Cat Can - Kitten Salmon,Makanan,19,12024,228456,Transfer,2,1,10,2024
TX-20240210-005,2024-02-10,Life Cat Can - Tuna,Makanan,17,50000,850000,QRIS,2,0,2,2024
TX-20240320-004,2024-03-20,Nutri-Vet Multivitamin Chewable,Obat Hewan,15,55833,837495,Transfer,3,1,3,2024
TX-20240504-007,2024-05-04,Life Cat Tofu - Macha,Makanan,9,55833,502497,Transfer,2,1,5,2024
TX-20240218-002,2024-02-18,Life Cat Pouch - Kitten Tuna,Makanan,7,250000,1750000,Tunai,2,2,2,2024
TX-20241113-004,2024-11-13,Life Cat Pouch - Kitten Chicken,Makanan,19,55833,1060827,QRIS,2,0,11,2024
TX-20240420-004,2024-04-20,Life Cat Tofu - Mango,Makanan,5,50000,250000,Tunai,2,2,4,2024
TX-20240124-004,2024-01-24,Life Cat Can - Kitten Tuna,Makanan,1,50000,50000,Tunai,2,2,1,2024
TX-20241022-006,2024-10-22,Kong Puppy Teething Stick,Mainan,13,4435,57655,Tunai,1,2,10,2024
TX-20240617-005,2024-06-17,Drontal Cat Dewormer,Obat Hewan,15,55833,837495,Transfer,3,1,6,2024
TX-20240111-006,2024-01-11,Life Cat Can - Kitten Tuna,Makanan,11,4435,48785,QRIS,2,0,1,2024
TX-20241113-005,2024-11-13,Life Cat Pouch - Chicken Tuna Adult,Makanan,4,130000,520000,Transfer,2,1,11,2024
TX-20240426-006,2024-04-26,Trixie Cat Scratching Post,Mainan,7,4435,31045,Transfer,1,1,4,2024
TX-20240121-004,2024-01-21,Life Cat Pouch - Chicken Adult,Makanan,9,50000,450000,Transfer,2,1,1,2024
TX-20241005-008,2024-10-05,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,3,50000,150000,Transfer,3,1,10,2024
TX-20240722-004,2024-07-22,Seresto Flea and Tick Collar for Dogs,Obat Hewan,11,130000,1430000,QRIS,3,0,7,2024
TX-20241201-005,2024-12-01,Life Cat Tofu - Mango,Makanan,8,4435,35480,Tunai,2,2,12,2024
TX-20240602-003,2024-06-02,Trixie Cat Tunnel,Mainan,18,4435,79830,QRIS,1,0,6,2024
TX-20240624-005,2024-06-24,Life Cat Can - Tuna,Makanan,9,130000,1170000,QRIS,2,0,6,2024
TX-20241025-001,2024-10-25,Life Cat Pouch - Chicken Adult,Makanan,10,4435,44350,QRIS,2,0,10,2024
TX-20240407-003,2024-04-07,EzyDog Chest Plate Harness for Dogs,Aksesoris,15,12024,180360,Transfer,0,1,4,2024
TX-20241116-002,2024-11-16,Trixie Cat Tunnel,Mainan,8,50000,400000,QRIS,1,0,11,2024
TX-20240110-005,2024-01-10,Seresto Flea and Tick Collar for Dogs,Obat Hewan,6,55833,334998,QRIS,3,0,1,2024
TX-20240122-004,2024-01-22,Life Cat Pouch Dus,Makanan,7,4435,31045,QRIS,2,0,1,2024
TX-20240408-004,2024-04-08,Seresto Flea and Tick Collar for Dogs,Obat Hewan,4,50000,200000,Transfer,3,1,4,2024
TX-20240326-004,2024-03-26,Trixie Cat Tunnel,Mainan,3,4435,13305,QRIS,1,0,3,2024
TX-20240228-003,2024-02-28,Life Cat Pouch - Chicken Adult,Makanan,8,55833,446664,Tunai,2,2,2,2024
TX-20240624-006,2024-06-24,Rogz Utility Dog Leash - Medium,Aksesoris,14,50000,700000,Transfer,0,1,6,2024
TX-20240316-003,2024-03-16,EzyDog Chest Plate Harness for Dogs,Aksesoris,3,50000,150000,QRIS,0,0,3,2024
TX-20240706-004,2024-07-06,Trixie Cat Tunnel,Mainan,12,12024,144288,QRIS,1,0,7,2024
TX-20240706-005,2024-07-06,Trixie Cat Scratching Post,Mainan,1,250000,250000,Tunai,1,2,7,2024
TX-20240312-001,2024-03-12,Life Cat Pouch Dus,Makanan,13,50000,650000,Transfer,2,1,3,2024
TX-20240713-003,2024-07-13,Frontline Plus Flea & Tick Treatment,Obat Hewan,13,55833,725829,Transfer,3,1,7,2024
TX-20240226-003,2024-02-26,Life Cat Pouch - Kitten Salmon,Makanan,1,130000,130000,Transfer,2,1,2,2024
TX-20241117-006,2024-11-17,Nutri-Vet Multivitamin Chewable,Obat Hewan,19,50000,950000,Tunai,3,2,11,2024
TX-20240615-006,2024-06-15,Rogz Utility Dog Leash - Medium,Aksesoris,14,12024,168336,Transfer,0,1,6,2024
TX-20240311-006,2024-03-11,Life Cat Pouch - Chicken Tuna Adult,Makanan,19,55833,1060827,Transfer,2,1,3,2024
TX-20240907-002,2024-09-07,Trixie Cat Scratching Post,Mainan,12,50000,600000,Transfer,1,1,9,2024
TX-20241030-006,2024-10-30,Life Cat Pouch - Chicken Adult,Makanan,6,55833,334998,Transfer,2,1,10,2024
TX-20241106-007,2024-11-06,Trixie Cat Scratching Post,Mainan,3,250000,750000,Transfer,1,1,11,2024
TX-20240115-006,2024-01-15,Life Cat Pouch - Kitten Chicken,Makanan,4,130000,520000,Transfer,2,1,1,2024
TX-20240727-002,2024-07-27,Life Cat Can - Kitten Salmon,Makanan,19,50000,950000,Transfer,2,1,7,2024
TX-20240302-002,2024-03-02,Life Cat Tofu - Mango,Makanan,8,12024,96192,Tunai,2,2,3,2024
TX-20241001-007,2024-10-01,Rogz Utility Dog Leash - Medium,Aksesoris,16,12024,192384,Tunai,0,2,10,2024
TX-20240623-006,2024-06-23,Life Cat Can - Chicken,Makanan,2,50000,100000,QRIS,2,0,6,2024
TX-20240515-003,2024-05-15,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,14,12024,168336,Transfer,3,1,5,2024
TX-20240714-005,2024-07-14,Frontline Plus Flea & Tick Treatment,Obat Hewan,10,130000,1300000,QRIS,3,0,7,2024
TX-20240824-001,2024-08-24,Life Cat Can - Chicken,Makanan,14,50000,700000,Transfer,2,1,8,2024
TX-20241115-007,2024-11-15,Kong Puppy Teething Stick,Mainan,9,55833,502497,QRIS,1,0,11,2024
TX-20241031-007,2024-10-31,Life Cat Pouch Dus,Makanan,14,12024,168336,QRIS,2,0,10,2024
TX-20240719-004,2024-07-19,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,15,12024,180360,QRIS,3,0,7,2024
TX-20240626-006,2024-06-26,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,17,50000,850000,QRIS,3,0,6,2024
TX-20240221-005,2024-02-21,Kong Puppy Teething Stick,Mainan,1,50000,50000,Transfer,1,1,2,2024
TX-20240606-007,2024-06-06,Life Cat Pouch - Kitten Tuna,Makanan,12,50000,600000,Transfer,2,1,6,2024
TX-20240604-003,2024-06-04,Life Cat Pouch - Kitten Tuna,Makanan,14,55833,781662,Tunai,2,2,6,2024
TX-20240410-004,2024-04-10,Kong Puppy Teething Stick,Mainan,16,4435,70960,QRIS,1,0,4,2024
TX-20241008-005,2024-10-08,Life Cat Pouch - Kitten Tuna,Makanan,6,50000,300000,Transfer,2,1,10,2024
TX-20240209-003,2024-02-09,Life Cat Pouch - Kitten Chicken,Makanan,16,12024,192384,Tunai,2,2,2,2024
TX-20240720-001,2024-07-20,Life Cat Can - Kitten Salmon,Makanan,3,250000,750000,QRIS,2,0,7,2024
TX-20240908-006,2024-09-08,Frontline Plus Flea & Tick Treatment,Obat Hewan,14,130000,1820000,Transfer,3,1,9,2024
TX-20240426-007,2024-04-26,Life Cat Pouch Dus,Makanan,4,4435,17740,Tunai,2,2,4,2024
TX-20240229-002,2024-02-29,Trixie Cat Scratching Post,Mainan,5,130000,650000,Tunai,1,2,2,2024
TX-20241124-003,2024-11-24,Nutri-Vet Multivitamin Chewable,Obat Hewan,8,4435,35480,QRIS,3,0,11,2024
TX-20240406-005,2024-04-06,Trixie Cat Laser Pointer,Mainan,2,4435,8870,Tunai,1,2,4,2024
TX-20240219-004,2024-02-19,Rogz Utility Dog Leash - Medium,Aksesoris,12,12024,144288,Transfer,0,1,2,2024
TX-20240205-007,2024-02-05,Drontal Cat Dewormer,Obat Hewan,5,250000,1250000,Tunai,3,2,2,2024
TX-20241003-006,2024-10-03,Trixie Cat Tunnel,Mainan,18,12024,216432,QRIS,1,0,10,2024
TX-20240812-005,2024-08-12,Nutri-Vet Multivitamin Chewable,Obat Hewan,4,50000,200000,Transfer,3,1,8,2024
TX-20241121-005,2024-11-21,Life Cat Pouch - Kitten Salmon,Makanan,2,250000,500000,QRIS,2,0,11,2024
TX-20240722-005,2024-07-22,Life Cat Pouch - Chicken Adult,Makanan,5,250000,1250000,QRIS,2,0,7,2024
TX-20240806-006,2024-08-06,Life Cat Pouch - Kitten Tuna,Makanan,1,250000,250000,QRIS,2,0,8,2024
TX-20240315-001,2024-03-15,Life Cat Pouch Dus,Makanan,18,50000,900000,Tunai,2,2,3,2024
TX-20240110-006,2024-01-10,Life Cat Can - Kitten Tuna,Makanan,1,250000,250000,QRIS,2,0,1,2024
TX-20240615-007,2024-06-15,Life Cat Tofu - Mango,Makanan,5,55833,279165,QRIS,2,0,6,2024
TX-20241011-004,2024-10-11,Life Cat Tofu - Macha,Makanan,6,250000,1500000,QRIS,2,0,10,2024
TX-20240409-003,2024-04-09,Trixie Cat Tunnel,Mainan,11,130000,1430000,Transfer,1,1,4,2024
TX-20240212-003,2024-02-12,EzyDog Chest Plate Harness for Dogs,Aksesoris,7,55833,390831,QRIS,0,0,2,2024
TX-20240702-003,2024-07-02,Life Cat Pouch - Salmon Adult,Makanan,7,55833,390831,QRIS,2,0,7,2024
TX-20240828-002,2024-08-28,Life Cat Pouch - Salmon Adult,Makanan,1,55833,55833,QRIS,2,0,8,2024
TX-20240223-004,2024-02-23,Life Cat Pouch - Salmon Adult,Makanan,4,4435,17740,QRIS,2,0,2,2024
TX-20240201-004,2024-02-01,Life Cat Pouch - Kitten Chicken,Makanan,10,55833,558330,QRIS,2,0,2,2024
TX-20240629-005,2024-06-29,Life Cat Pouch - Chicken Tuna Adult,Makanan,12,12024,144288,Tunai,2,2,6,2024
TX-20240906-003,2024-09-06,Life Cat Pouch - Kitten Salmon,Makanan,3,50000,150000,Transfer,2,1,9,2024
TX-20240219-005,2024-02-19,EzyDog Chest Plate Harness for Dogs,Aksesoris,7,130000,910000,Tunai,0,2,2,2024
TX-20240215-006,2024-02-15,Trixie Cat Laser Pointer,Mainan,12,12024,144288,QRIS,1,0,2,2024
TX-20240215-007,2024-02-15,Life Cat Can - Chicken,Makanan,7,130000,910000,Transfer,2,1,2,2024
TX-20240310-001,2024-03-10,Frontline Plus Flea & Tick Treatment,Obat Hewan,9,55833,502497,Transfer,3,1,3,2024
TX-20240107-003,2024-01-07,Life Cat Tofu - Macha,Makanan,4,12024,48096,QRIS,2,0,1,2024
TX-20241108-004,2024-11-08,Rogz Utility Dog Leash - Medium,Aksesoris,1,130000,130000,Tunai,0,2,11,2024
TX-20240811-004,2024-08-11,Life Cat Pouch - Kitten Tuna,Makanan,13,50000,650000,Transfer,2,1,8,2024
TX-20240408-005,2024-04-08,Life Cat Tofu - Mango,Makanan,3,50000,150000,Transfer,2,1,4,2024
TX-20240120-005,2024-01-20,Kong Classic Dog Chew Toy,Mainan,15,12024,180360,QRIS,1,0,1,2024
TX-20241129-003,2024-11-29,Kong Puppy Teething Stick,Mainan,3,130000,390000,QRIS,1,0,11,2024
TX-20240219-006,2024-02-19,Nutri-Vet Multivitamin Chewable,Obat Hewan,2,50000,100000,Tunai,3,2,2,2024
TX-20240920-005,2024-09-20,Life Cat Pouch - Kitten Salmon,Makanan,3,50000,150000,QRIS,2,0,9,2024
TX-20240401-007,2024-04-01,Life Cat Tofu - Macha,Makanan,12,12024,144288,Tunai,2,2,4,2024
TX-20240815-004,2024-08-15,Seresto Flea and Tick Collar for Dogs,Obat Hewan,1,12024,12024,Tunai,3,2,8,2024
TX-20240627-005,2024-06-27,Trixie Cat Laser Pointer,Mainan,10,130000,1300000,Transfer,1,1,6,2024
TX-20240516-006,2024-05-16,Nutri-Vet Multivitamin Chewable,Obat Hewan,10,4435,44350,Transfer,3,1,5,2024
TX-20241107-004,2024-11-07,Seresto Flea and Tick Collar for Dogs,Obat Hewan,10,50000,500000,QRIS,3,0,11,2024
TX-20240720-002,2024-07-20,Nutri-Vet Multivitamin Chewable,Obat Hewan,4,250000,1000000,Tunai,3,2,7,2024
TX-20240804-006,2024-08-04,Life Cat Can - Kitten Tuna,Makanan,10,50000,500000,QRIS,2,0,8,2024
TX-20240129-007,2024-01-29,EzyDog Chest Plate Harness for Dogs,Aksesoris,7,55833,390831,Tunai,0,2,1,2024
TX-20240505-006,2024-05-05,Life Cat Can - Chicken,Makanan,16,55833,893328,QRIS,2,0,5,2024
TX-20241106-008,2024-11-06,Rogz Utility Dog Leash - Medium,Aksesoris,3,130000,390000,Transfer,0,1,11,2024
TX-20240521-005,2024-05-21,Life Cat Tofu - Macha,Makanan,17,50000,850000,QRIS,2,0,5,2024
TX-20240415-007,2024-04-15,Life Cat Pouch - Chicken Adult,Makanan,3,50000,150000,Tunai,2,2,4,2024
TX-20240527-004,2024-05-27,Kong Classic Dog Chew Toy,Mainan,14,130000,1820000,QRIS,1,0,5,2024
TX-20240423-003,2024-04-23,Life Cat Pouch - Kitten Salmon,Makanan,14,4435,62090,Tunai,2,2,4,2024
TX-20240919-002,2024-09-19,Nutri-Vet Multivitamin Chewable,Obat Hewan,10,130000,1300000,Transfer,3,1,9,2024
TX-20240112-004,2024-01-12,Life Cat Pouch - Salmon Adult,Makanan,4,4435,17740,Tunai,2,2,1,2024
TX-20240401-008,2024-04-01,Nutri-Vet Multivitamin Chewable,Obat Hewan,12,55833,669996,Transfer,3,1,4,2024
TX-20241112-003,2024-11-12,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,8,130000,1040000,Transfer,3,1,11,2024
TX-20240809-002,2024-08-09,Life Cat Pouch - Kitten Chicken,Makanan,3,50000,150000,QRIS,2,0,8,2024
TX-20240107-004,2024-01-07,Life Cat Pouch - Salmon Adult,Makanan,11,55833,614163,QRIS,2,0,1,2024
TX-20240205-008,2024-02-05,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,11,12024,132264,Tunai,3,2,2,2024
TX-20240512-004,2024-05-12,Rogz Utility Dog Leash - Medium,Aksesoris,15,4435,66525,QRIS,0,0,5,2024
TX-20240123-002,2024-01-23,Life Cat Can - Tuna,Makanan,3,55833,167499,Tunai,2,2,1,2024
TX-20241031-008,2024-10-31,Trixie Cat Laser Pointer,Mainan,1,130000,130000,QRIS,1,0,10,2024
TX-20240823-006,2024-08-23,Life Cat Pouch - Salmon Adult,Makanan,15,4435,66525,Transfer,2,1,8,2024
TX-20240102-006,2024-01-02,Life Cat Pouch - Kitten Tuna,Makanan,6,250000,1500000,Transfer,2,1,1,2024
