ID Transaksi,Tanggal Transaksi,Metode Pembayaran,Nama Barang 1,Kategori Barang 1,Jumlah Barang Dibeli 1,Harga Barang 1,Nama Barang 2,Kategori Barang 2,Jumlah Barang Dibeli 2,Harga Barang 2,Nama Barang 3,Kategori Barang 3,Jumlah Barang Dibeli 3,Harga Barang 3,Nama Barang 4,Kategori Barang 4,Jumlah Barang Dibeli 4,Harga Barang 4,Nama Barang 5,Kategori Barang 5,Jumlah Barang Dibeli 5,Harga Barang 5,Total Harga Transaksi
mhQafWZu,2024-12-12,Cash,Life Cat Can - Kitten Tuna,Makanan Kucing,2,12000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,3,4435,Life Cat Pouch - Kitten Tuna,Makanan Kucing,6.0,4435.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,1.0,12000.0,Makanan Kucing Whiskas,Makanan Kucing,3.0,45000.0,210915
XgtlGKAZ,2024-11-01,Transfer Bank,Life Cat Can - Tuna,Makanan Kucing,6,11000,Mainan Kucing ScratchPad,Mainan Kucing,6,25000,Makanan Anjing Purina,Makanan Anjing,7.0,50000.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,10.0,4453.0,,,,,610530
ZbgjXVvv,2024-03-30,Cash,Life Cat Tofu - Mango,Makanan Kucing,4,55833,Life Cat Can - Chicken & Salmon,Makanan Kucing,2,12000,Life Cat Can - Tuna,Makanan Kucing,5.0,11000.0,Mainan Anjing Kong,Mainan Anjing,2.0,20000.0,,,,,342332
DGqdVepo,2024-02-17,Cash,Life Cat Can - Kitten Tuna,Makanan Kucing,7,12000,Makanan Anjing Purina,Makanan Anjing,6,50000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,7.0,4435.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,1.0,4500.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,1.0,4453.0,423998
vlSZy5ih,2024-06-04,Transfer Bank,Mainan Kucing ScratchPad,Mainan Kucing,7,25000,Life Cat Can - Kitten Tuna,Makanan Kucing,10,12000,,,,,,,,,,,,,295000
5aE22qBq,2024-05-20,Transfer Bank,Mainan Anjing Kong,Mainan Anjing,5,20000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4,4453,Life Cat Pouch - Kitten Tuna,Makanan Kucing,3.0,4435.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,3.0,12000.0,Life Cat Can - Tuna,Makanan Kucing,8.0,11000.0,255117
XTca742B,2024-04-11,Transfer Bank,Life Cat Tofu - Macha,Makanan Kucing,9,55833,Life Cat Tofu - Mango,Makanan Kucing,3,55833,Life Cat Can - Kitten Salmon,Makanan Kucing,2.0,12024.0,,,,,,,,,694044
GkjHSFi4,2024-01-13,QRIS,Life Cat Can - Tuna,Makanan Kucing,1,11000,Makanan Anjing Purina,Makanan Anjing,9,50000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,3.0,4500.0,,,,,,,,,474500
DRptYuY3,2024-07-03,Transfer Bank,Life Cat Can - Tuna,Makanan Kucing,4,11000,Makanan Kucing Whiskas,Makanan Kucing,2,45000,Life Cat Can - Chicken & Salmon,Makanan Kucing,9.0,12000.0,,,,,,,,,242000
ah9lVo7J,2024-10-17,Transfer Bank,Mainan Anjing Kong,Mainan Anjing,10,20000,Makanan Anjing Purina,Makanan Anjing,9,50000,Makanan Kucing Whiskas,Makanan Kucing,10.0,45000.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,1.0,4435.0,Makanan Ikan Gupi,Makanan Ikan,4.0,35000.0,1244435
b92Bj4lX,2024-04-24,Transfer Bank,Life Cat Pouch - Chicken adult,Makanan Kucing,4,4435,Life Cat Can - Kitten Tuna,Makanan Kucing,5,12000,,,,,,,,,,,,,77740
kt9x6V58,2024-01-12,QRIS,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4,4500,Life Cat Pouch - Kitten Chicken,Makanan Kucing,5,4435,Life Cat Pouch - Chicken adult,Makanan Kucing,5.0,4435.0,Life Cat Pouch Dus,Makanan Kucing,6.0,108000.0,,,,,710350
ayz1jgK3,2024-03-31,Cash,Makanan Ikan Gupi,Makanan Ikan,1,35000,Mainan Anjing Kong,Mainan Anjing,2,20000,,,,,,,,,,,,,75000
t8M2gYtm,2024-08-23,Cash,Life Cat Can - Tuna,Makanan Kucing,3,11000,Life Cat Can - Kitten Salmon,Makanan Kucing,7,12024,Mainan Kucing ScratchPad,Mainan Kucing,1.0,25000.0,Makanan Anjing Purina,Makanan Anjing,2.0,50000.0,,,,,242168
0Zql95LM,2024-08-08,QRIS,Life Cat Pouch Dus,Makanan Kucing,2,108000,Life Cat Tofu - Mango,Makanan Kucing,10,55833,Makanan Ikan Gupi,Makanan Ikan,1.0,35000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,2.0,12024.0,,,,,833378
wRvlROeg,2024-08-26,Transfer Bank,Mainan Anjing Kong,Mainan Anjing,9,20000,Life Cat Can - Kitten Salmon,Makanan Kucing,10,12024,Life Cat Pouch - Salmon Adult,Makanan Kucing,1.0,4453.0,Life Cat Pouch - Chicken adult,Makanan Kucing,10.0,4435.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,10.0,12000.0,469043
lyI2iNA2,2024-09-09,QRIS,Life Cat Tofu - Mango,Makanan Kucing,1,55833,Makanan Ikan Gupi,Makanan Ikan,9,35000,Life Cat Can - Tuna,Makanan Kucing,3.0,11000.0,Mainan Kucing ScratchPad,Mainan Kucing,8.0,25000.0,Mainan Anjing Kong,Mainan Anjing,5.0,20000.0,703833
7lEFERYo,2024-01-11,Transfer Bank,Makanan Anjing Purina,Makanan Anjing,4,50000,Life Cat Pouch - Chicken adult,Makanan Kucing,5,4435,Life Cat Pouch - Kitten Tuna,Makanan Kucing,9.0,4435.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,2.0,4500.0,Life Cat Can - Kitten Salmon,Makanan Kucing,1.0,12024.0,283114
JQKCjnHv,2024-08-07,Cash,Life Cat Can - Kitten Salmon,Makanan Kucing,5,12024,Life Cat Tofu - Macha,Makanan Kucing,5,55833,Makanan Ikan Gupi,Makanan Ikan,3.0,35000.0,,,,,,,,,444285
tfEQptdz,2024-07-15,Transfer Bank,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,5,4500,Life Cat Pouch Dus,Makanan Kucing,4,108000,Mainan Anjing Kong,Mainan Anjing,5.0,20000.0,,,,,,,,,554500
654h4YlR,2024-04-10,Cash,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7,4500,Life Cat Tofu - Mango,Makanan Kucing,7,55833,,,,,,,,,,,,,422331
L1Gy9kb2,2024-07-04,QRIS,Life Cat Can - Tuna,Makanan Kucing,1,11000,Life Cat Tofu - Macha,Makanan Kucing,3,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,6.0,4435.0,,,,,,,,,205109
8qVD2a5X,2024-02-02,Transfer Bank,Mainan Kucing ScratchPad,Mainan Kucing,6,25000,Life Cat Pouch Dus,Makanan Kucing,3,108000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,3.0,4500.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,8.0,12000.0,,,,,583500
LSD22EbO,2024-12-28,QRIS,Life Cat Tofu - Mango,Makanan Kucing,2,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,10,4435,Life Cat Pouch Dus,Makanan Kucing,7.0,108000.0,,,,,,,,,912016
ozIGPmV0,2024-09-19,Cash,Life Cat Can - Kitten Salmon,Makanan Kucing,9,12024,Mainan Anjing Kong,Mainan Anjing,8,20000,Life Cat Pouch Dus,Makanan Kucing,3.0,108000.0,Life Cat Tofu - Macha,Makanan Kucing,1.0,55833.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,9.0,4435.0,687964
SY67Ilzp,2024-12-15,Cash,Life Cat Tofu - Mango,Makanan Kucing,7,55833,Makanan Ikan Gupi,Makanan Ikan,7,35000,Life Cat Can - Kitten Tuna,Makanan Kucing,9.0,12000.0,,,,,,,,,743831
fFAhl2r1,2024-09-05,QRIS,Life Cat Can - Kitten Tuna,Makanan Kucing,1,12000,Mainan Anjing Kong,Mainan Anjing,2,20000,,,,,,,,,,,,,52000
4PC2KhhI,2024-02-15,QRIS,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,6,4500,Life Cat Tofu - Macha,Makanan Kucing,2,55833,Makanan Ikan Gupi,Makanan Ikan,10.0,35000.0,Life Cat Pouch Dus,Makanan Kucing,3.0,108000.0,,,,,812666
ypzLOLpT,2024-05-07,QRIS,Life Cat Can - Tuna,Makanan Kucing,6,11000,Mainan Kucing ScratchPad,Mainan Kucing,7,25000,Life Cat Tofu - Mango,Makanan Kucing,1.0,55833.0,,,,,,,,,296833
db0y1dya,2024-05-25,Transfer Bank,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,2,4500,Makanan Ikan Gupi,Makanan Ikan,4,35000,Life Cat Pouch - Salmon Adult,Makanan Kucing,5.0,4453.0,Life Cat Pouch Dus,Makanan Kucing,6.0,108000.0,,,,,819265
6PCL0M8d,2024-05-14,Transfer Bank,Life Cat Tofu - Macha,Makanan Kucing,9,55833,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7,4500,Life Cat Can - Kitten Salmon,Makanan Kucing,2.0,12024.0,,,,,,,,,558045
Qoy2F3iG,2024-11-19,QRIS,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7,4500,Life Cat Tofu - Macha,Makanan Kucing,9,55833,Makanan Anjing Purina,Makanan Anjing,10.0,50000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,8.0,4435.0,,,,,1069477
06FcqMzU,2024-04-20,QRIS,Life Cat Can - Chicken & Salmon,Makanan Kucing,5,12000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,5,4435,,,,,,,,,,,,,82175
VWPIQFpP,2024-04-08,Transfer Bank,Life Cat Pouch - Salmon Adult,Makanan Kucing,6,4453,Life Cat Pouch Dus,Makanan Kucing,7,108000,Makanan Ikan Gupi,Makanan Ikan,8.0,35000.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,5.0,4435.0,Life Cat Can - Tuna,Makanan Kucing,9.0,11000.0,1183893
nyAB1v44,2024-09-12,Cash,Mainan Anjing Kong,Mainan Anjing,6,20000,Life Cat Tofu - Macha,Makanan Kucing,3,55833,,,,,,,,,,,,,287499
zFxUQ2ZJ,2024-10-15,Transfer Bank,Mainan Kucing ScratchPad,Mainan Kucing,6,25000,Makanan Kucing Whiskas,Makanan Kucing,10,45000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4.0,4453.0,,,,,,,,,617812
kQQ3j8el,2024-07-06,QRIS,Life Cat Pouch Dus,Makanan Kucing,9,108000,Makanan Anjing Purina,Makanan Anjing,2,50000,Life Cat Can - Tuna,Makanan Kucing,8.0,11000.0,,,,,,,,,1160000
EEDC9fhX,2024-08-23,QRIS,Life Cat Tofu - Macha,Makanan Kucing,2,55833,Life Cat Pouch - Chicken adult,Makanan Kucing,1,4435,Life Cat Can - Kitten Tuna,Makanan Kucing,1.0,12000.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7.0,4500.0,,,,,159601
tXFQrZJl,2024-05-05,Cash,Makanan Kucing Whiskas,Makanan Kucing,6,45000,Life Cat Tofu - Macha,Makanan Kucing,9,55833,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7.0,4500.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,9.0,4435.0,Life Cat Pouch - Chicken adult,Makanan Kucing,7.0,4435.0,874957
LXFryWzH,2024-03-02,QRIS,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,9,4500,Mainan Kucing ScratchPad,Mainan Kucing,7,25000,Mainan Anjing Kong,Mainan Anjing,4.0,20000.0,,,,,,,,,295500
1WUvJhqq,2024-01-31,QRIS,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,5,4500,Makanan Ikan Gupi,Makanan Ikan,4,35000,Life Cat Pouch - Salmon Adult,Makanan Kucing,10.0,4453.0,,,,,,,,,207030
M985fWQn,2024-07-02,QRIS,Makanan Ikan Gupi,Makanan Ikan,6,35000,Life Cat Tofu - Mango,Makanan Kucing,1,55833,Life Cat Pouch - Salmon Adult,Makanan Kucing,3.0,4453.0,Life Cat Can - Tuna,Makanan Kucing,3.0,11000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,7.0,4435.0,343237
ls9xC47E,2024-10-31,QRIS,Makanan Anjing Purina,Makanan Anjing,7,50000,Life Cat Can - Kitten Tuna,Makanan Kucing,4,12000,Life Cat Tofu - Mango,Makanan Kucing,1.0,55833.0,,,,,,,,,453833
IgfZXQ2M,2024-02-04,Transfer Bank,Life Cat Tofu - Mango,Makanan Kucing,2,55833,Life Cat Can - Kitten Tuna,Makanan Kucing,5,12000,,,,,,,,,,,,,171666
CfL1VFCU,2024-12-20,Transfer Bank,Life Cat Can - Tuna,Makanan Kucing,3,11000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,9,4435,Life Cat Pouch - Chicken adult,Makanan Kucing,6.0,4435.0,,,,,,,,,99525
OCSEwZJK,2024-08-23,Transfer Bank,Makanan Anjing Purina,Makanan Anjing,6,50000,Life Cat Can - Kitten Tuna,Makanan Kucing,1,12000,,,,,,,,,,,,,312000
rRX7C5gl,2024-03-19,Transfer Bank,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,9,4500,Life Cat Can - Kitten Tuna,Makanan Kucing,10,12000,Mainan Anjing Kong,Mainan Anjing,10.0,20000.0,,,,,,,,,360500
s286yjW7,2024-01-08,QRIS,Life Cat Pouch - Kitten Chicken,Makanan Kucing,1,4435,Life Cat Pouch Dus,Makanan Kucing,8,108000,Life Cat Can - Tuna,Makanan Kucing,5.0,11000.0,Life Cat Can - Kitten Tuna,Makanan Kucing,8.0,12000.0,,,,,1019435
xl10iGcx,2024-01-28,Transfer Bank,Mainan Anjing Kong,Mainan Anjing,10,20000,Mainan Kucing ScratchPad,Mainan Kucing,7,25000,Makanan Ikan Gupi,Makanan Ikan,8.0,35000.0,Makanan Kucing Whiskas,Makanan Kucing,2.0,45000.0,Life Cat Can - Tuna,Makanan Kucing,5.0,11000.0,800000
KSGWDJvp,2024-10-17,QRIS,Life Cat Pouch - Kitten Chicken,Makanan Kucing,9,4435,Life Cat Pouch Dus,Makanan Kucing,1,108000,Life Cat Can - Tuna,Makanan Kucing,6.0,11000.0,,,,,,,,,213915
1nSD3WIm,2024-09-02,QRIS,Life Cat Tofu - Macha,Makanan Kucing,6,55833,Life Cat Pouch - Salmon Adult,Makanan Kucing,9,4453,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4.0,4435.0,,,,,,,,,392815
MiJSc4Pi,2024-10-29,Transfer Bank,Makanan Anjing Purina,Makanan Anjing,8,50000,Life Cat Can - Kitten Tuna,Makanan Kucing,5,12000,Life Cat Pouch - Salmon Adult,Makanan Kucing,3.0,4453.0,Mainan Anjing Kong,Mainan Anjing,4.0,20000.0,Makanan Ikan Gupi,Makanan Ikan,4.0,35000.0,693359
lIhVvMLp,2024-06-14,Transfer Bank,Life Cat Pouch - Salmon Adult,Makanan Kucing,2,4453,Mainan Kucing ScratchPad,Mainan Kucing,6,25000,Life Cat Pouch - Chicken adult,Makanan Kucing,9.0,4435.0,Life Cat Can - Kitten Tuna,Makanan Kucing,8.0,12000.0,,,,,294821
S5bVeA5d,2024-07-18,Transfer Bank,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4,4435,Life Cat Pouch - Chicken adult,Makanan Kucing,1,4435,Life Cat Tofu - Macha,Makanan Kucing,8.0,55833.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,2.0,4435.0,Life Cat Tofu - Mango,Makanan Kucing,1.0,55833.0,533542
K6twvhqf,2024-12-30,Transfer Bank,Life Cat Can - Chicken & Salmon,Makanan Kucing,8,12000,Life Cat Pouch - Salmon Adult,Makanan Kucing,6,4453,Life Cat Pouch - Kitten Tuna,Makanan Kucing,7.0,4435.0,Makanan Ikan Gupi,Makanan Ikan,3.0,35000.0,,,,,258763
9xIEW6WF,2024-07-08,Transfer Bank,Mainan Anjing Kong,Mainan Anjing,9,20000,Life Cat Tofu - Macha,Makanan Kucing,9,55833,Life Cat Can - Tuna,Makanan Kucing,2.0,11000.0,,,,,,,,,704497
0shhhnoi,2024-06-22,QRIS,Life Cat Can - Chicken & Salmon,Makanan Kucing,6,12000,Mainan Kucing ScratchPad,Mainan Kucing,7,25000,,,,,,,,,,,,,247000
t2TvfOw2,2024-09-07,Transfer Bank,Makanan Anjing Purina,Makanan Anjing,4,50000,Life Cat Pouch - Salmon Adult,Makanan Kucing,1,4453,Mainan Anjing Kong,Mainan Anjing,9.0,20000.0,Life Cat Tofu - Mango,Makanan Kucing,1.0,55833.0,Life Cat Can - Kitten Tuna,Makanan Kucing,8.0,12000.0,536286
cXS0otWm,2024-12-11,Transfer Bank,Life Cat Pouch - Kitten Chicken,Makanan Kucing,8,4435,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4,4435,Life Cat Can - Tuna,Makanan Kucing,8.0,11000.0,,,,,,,,,141220
A8hRnllq,2024-04-23,Transfer Bank,Mainan Anjing Kong,Mainan Anjing,5,20000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4,4453,Makanan Ikan Gupi,Makanan Ikan,4.0,35000.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,3.0,4435.0,Life Cat Can - Kitten Salmon,Makanan Kucing,5.0,12024.0,331237
c9wDvrNI,2024-11-25,Cash,Life Cat Can - Chicken & Salmon,Makanan Kucing,6,12000,Life Cat Tofu - Mango,Makanan Kucing,9,55833,,,,,,,,,,,,,574497
IWhYIKtk,2024-02-02,Cash,Life Cat Can - Tuna,Makanan Kucing,2,11000,Life Cat Can - Kitten Tuna,Makanan Kucing,5,12000,,,,,,,,,,,,,82000
ABooYidB,2024-04-09,Cash,Life Cat Pouch - Chicken adult,Makanan Kucing,10,4435,Life Cat Pouch Dus,Makanan Kucing,6,108000,,,,,,,,,,,,,692350
rdltvBSb,2024-03-28,Transfer Bank,Makanan Ikan Gupi,Makanan Ikan,8,35000,Life Cat Can - Kitten Salmon,Makanan Kucing,9,12024,Makanan Kucing Whiskas,Makanan Kucing,2.0,45000.0,,,,,,,,,478216
NvtdXcGp,2024-10-05,QRIS,Life Cat Can - Tuna,Makanan Kucing,10,11000,Life Cat Tofu - Mango,Makanan Kucing,6,55833,,,,,,,,,,,,,444998
UQsIqgBh,2024-01-30,Transfer Bank,Life Cat Can - Kitten Tuna,Makanan Kucing,9,12000,Life Cat Pouch Dus,Makanan Kucing,7,108000,Life Cat Tofu - Macha,Makanan Kucing,10.0,55833.0,,,,,,,,,1422330
NapWJNdu,2024-09-22,QRIS,Life Cat Can - Kitten Salmon,Makanan Kucing,9,12024,Life Cat Can - Kitten Tuna,Makanan Kucing,10,12000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,5.0,4500.0,Life Cat Tofu - Mango,Makanan Kucing,8.0,55833.0,,,,,697380
ZIqha4ll,2024-02-14,Cash,Life Cat Tofu - Mango,Makanan Kucing,4,55833,Mainan Anjing Kong,Mainan Anjing,10,20000,Life Cat Pouch Dus,Makanan Kucing,1.0,108000.0,Life Cat Can - Tuna,Makanan Kucing,8.0,11000.0,Life Cat Tofu - Macha,Makanan Kucing,5.0,55833.0,898497
f5ZnILcB,2024-08-14,QRIS,Life Cat Pouch - Salmon Adult,Makanan Kucing,7,4453,Mainan Kucing ScratchPad,Mainan Kucing,1,25000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4.0,4500.0,,,,,,,,,74171
EBUNvhhm,2024-02-17,Cash,Mainan Kucing ScratchPad,Mainan Kucing,10,25000,Life Cat Can - Tuna,Makanan Kucing,2,11000,,,,,,,,,,,,,272000
tMtHcTjG,2024-11-28,QRIS,Life Cat Pouch - Chicken adult,Makanan Kucing,5,4435,Life Cat Pouch Dus,Makanan Kucing,4,108000,Makanan Kucing Whiskas,Makanan Kucing,9.0,45000.0,Life Cat Tofu - Mango,Makanan Kucing,8.0,55833.0,,,,,1305839
m23mdRFD,2024-10-20,QRIS,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,1,4500,Life Cat Can - Chicken & Salmon,Makanan Kucing,9,12000,Life Cat Pouch - Salmon Adult,Makanan Kucing,2.0,4453.0,,,,,,,,,121406
arRlrRjb,2024-10-05,Transfer Bank,Makanan Kucing Whiskas,Makanan Kucing,10,45000,Life Cat Can - Kitten Tuna,Makanan Kucing,8,12000,,,,,,,,,,,,,546000
SeeN7l0B,2024-03-14,Transfer Bank,Life Cat Pouch Dus,Makanan Kucing,5,108000,Life Cat Pouch - Salmon Adult,Makanan Kucing,1,4453,Life Cat Tofu - Macha,Makanan Kucing,1.0,55833.0,Mainan Anjing Kong,Mainan Anjing,1.0,20000.0,Mainan Kucing ScratchPad,Mainan Kucing,10.0,25000.0,870286
b3cPdj7s,2024-11-18,Cash,Life Cat Can - Chicken & Salmon,Makanan Kucing,3,12000,Life Cat Can - Tuna,Makanan Kucing,8,11000,Makanan Anjing Purina,Makanan Anjing,4.0,50000.0,Life Cat Can - Kitten Tuna,Makanan Kucing,1.0,12000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,1.0,4435.0,340435
Hv0Eje1g,2024-02-13,Cash,Life Cat Tofu - Mango,Makanan Kucing,7,55833,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,9,4500,Life Cat Pouch Dus,Makanan Kucing,2.0,108000.0,Makanan Anjing Purina,Makanan Anjing,9.0,50000.0,,,,,1097331
btw6ljDe,2024-11-08,QRIS,Makanan Ikan Gupi,Makanan Ikan,3,35000,Life Cat Tofu - Macha,Makanan Kucing,6,55833,Mainan Anjing Kong,Mainan Anjing,3.0,20000.0,,,,,,,,,499998
zpb3cJim,2024-07-05,Cash,Life Cat Pouch Dus,Makanan Kucing,1,108000,Life Cat Pouch - Chicken adult,Makanan Kucing,6,4435,,,,,,,,,,,,,134610
thWyiV4X,2024-08-28,QRIS,Life Cat Pouch - Kitten Tuna,Makanan Kucing,9,4435,Mainan Anjing Kong,Mainan Anjing,5,20000,Life Cat Tofu - Mango,Makanan Kucing,1.0,55833.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,7.0,4453.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,10.0,12000.0,346919
yOJjieoZ,2024-10-10,Transfer Bank,Life Cat Tofu - Macha,Makanan Kucing,4,55833,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4,4500,Makanan Ikan Gupi,Makanan Ikan,1.0,35000.0,,,,,,,,,276332
hezCS0Rp,2024-11-06,Transfer Bank,Life Cat Pouch Dus,Makanan Kucing,7,108000,Life Cat Can - Kitten Salmon,Makanan Kucing,9,12024,Life Cat Pouch - Salmon Adult,Makanan Kucing,5.0,4453.0,Life Cat Can - Tuna,Makanan Kucing,8.0,11000.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,8.0,4435.0,1009961
C15QId5v,2024-12-16,QRIS,Life Cat Pouch Dus,Makanan Kucing,6,108000,Mainan Anjing Kong,Mainan Anjing,3,20000,Makanan Kucing Whiskas,Makanan Kucing,4.0,45000.0,,,,,,,,,888000
PuuTOaBH,2024-02-10,Cash,Life Cat Tofu - Macha,Makanan Kucing,4,55833,Life Cat Can - Chicken & Salmon,Makanan Kucing,6,12000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4.0,4435.0,Life Cat Pouch Dus,Makanan Kucing,7.0,108000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,2.0,4435.0,1077942
74HYqfU7,2024-09-09,Transfer Bank,Life Cat Can - Chicken & Salmon,Makanan Kucing,8,12000,Makanan Anjing Purina,Makanan Anjing,6,50000,,,,,,,,,,,,,396000
kWp9yOHr,2024-11-11,Transfer Bank,Life Cat Pouch - Kitten Chicken,Makanan Kucing,7,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,1,12000,Life Cat Tofu - Macha,Makanan Kucing,5.0,55833.0,Makanan Kucing Whiskas,Makanan Kucing,7.0,45000.0,Mainan Anjing Kong,Mainan Anjing,7.0,20000.0,777210
KgGqokyJ,2024-04-08,QRIS,Life Cat Pouch Dus,Makanan Kucing,2,108000,Life Cat Can - Chicken & Salmon,Makanan Kucing,9,12000,Life Cat Tofu - Mango,Makanan Kucing,3.0,55833.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,5.0,4500.0,,,,,513999
R7kgVJSd,2024-03-19,QRIS,Life Cat Can - Kitten Tuna,Makanan Kucing,5,12000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,10,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,8.0,12024.0,,,,,,,,,200542
agGd2pNr,2024-04-27,Cash,Makanan Anjing Purina,Makanan Anjing,4,50000,Makanan Kucing Whiskas,Makanan Kucing,6,45000,Life Cat Tofu - Macha,Makanan Kucing,5.0,55833.0,Life Cat Can - Kitten Salmon,Makanan Kucing,3.0,12024.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,9.0,12000.0,893237
2RdeGn8y,2024-12-04,Transfer Bank,Life Cat Pouch - Kitten Chicken,Makanan Kucing,9,4435,Makanan Anjing Purina,Makanan Anjing,5,50000,,,,,,,,,,,,,289915
EUzHSpK7,2024-08-25,Cash,Life Cat Pouch - Chicken adult,Makanan Kucing,6,4435,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4,4435,Life Cat Pouch - Kitten Tuna,Makanan Kucing,8.0,4435.0,,,,,,,,,79830
E9AYUWvz,2024-01-27,Cash,Life Cat Can - Kitten Tuna,Makanan Kucing,10,12000,Mainan Kucing ScratchPad,Mainan Kucing,6,25000,Makanan Kucing Whiskas,Makanan Kucing,10.0,45000.0,,,,,,,,,720000
YScqWZL9,2024-01-30,Transfer Bank,Mainan Kucing ScratchPad,Mainan Kucing,8,25000,Life Cat Tofu - Mango,Makanan Kucing,5,55833,,,,,,,,,,,,,479165
5rm2qPN4,2024-09-27,Cash,Life Cat Can - Tuna,Makanan Kucing,2,11000,Life Cat Can - Kitten Tuna,Makanan Kucing,5,12000,Life Cat Can - Chicken & Salmon,Makanan Kucing,9.0,12000.0,,,,,,,,,190000
RQJAVwOW,2024-10-11,Cash,Makanan Ikan Gupi,Makanan Ikan,3,35000,Life Cat Pouch - Chicken adult,Makanan Kucing,6,4435,,,,,,,,,,,,,131610
CzKfK33b,2024-07-27,Cash,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4,4435,Life Cat Tofu - Mango,Makanan Kucing,8,55833,Life Cat Pouch Dus,Makanan Kucing,4.0,108000.0,,,,,,,,,896404
TusDgPhg,2024-01-18,Transfer Bank,Mainan Anjing Kong,Mainan Anjing,4,20000,Life Cat Can - Kitten Salmon,Makanan Kucing,2,12024,,,,,,,,,,,,,104048
07aXEejN,2024-05-27,QRIS,Life Cat Pouch - Kitten Chicken,Makanan Kucing,2,4435,Life Cat Tofu - Macha,Makanan Kucing,4,55833,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4.0,4500.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,4.0,4453.0,Makanan Kucing Whiskas,Makanan Kucing,6.0,45000.0,538014
hSH2NMty,2024-01-19,Transfer Bank,Makanan Kucing Whiskas,Makanan Kucing,10,45000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,8,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,7.0,12000.0,Life Cat Tofu - Macha,Makanan Kucing,6.0,55833.0,Mainan Anjing Kong,Mainan Anjing,7.0,20000.0,1044478
