ID Transaksi,Tanggal Transaksi,Nama Barang,Kategori,Jumlah Terjual,Harga Satuan,Total Harga,Metode Pembayaran
TX-20240530-001,2024-05-30,"Nutri-Vet Multivitamin Chewable, Kong Classic Dog Chew Toy","Obat Hewan, Mainan","5, 5","13000, 13000","65000, 65000",Transfer
TX-20241029-002,2024-10-29,Life Cat Can - Kitten Salmon,Makanan,6,30000,180000,QRIS
TX-20240302-001,2024-03-02,"Seresto Flea and Tick Collar for Dogs, Life Cat Tofu - Mango, Drontal Cat Dewormer","Obat Hewan, Makanan, Obat Hewan","10, 4, 3","20000, 20000, 25000","200000, 80000, 75000",Tunai
TX-20240325-001,2024-03-25,"Life Cat Pouch - Salmon Adult, Life Cat Can - Tuna","Makanan, Makanan","8, 9","20000, 13000","160000, 117000",Transfer
TX-20240822-001,2024-08-22,"Life Cat Can - Chicken, EzyDog Chest Plate Harness for Dogs","Makanan, Aksesoris","6, 8","25000, 13000","150000, 104000",Transfer
TX-20240116-001,2024-01-16,"Trixie Cat Laser Pointer, Rogz Utility Dog Leash - Medium, Nutri-Vet Multivitamin Chewable","Mainan, Aksesoris, Obat Hewan","10, 9, 2","30000, 12000, 30000","300000, 108000, 60000",QRIS
TX-20240309-001,2024-03-09,Kong Classic Dog Chew Toy,Mainan,4,13000,52000,Transfer
TX-20240910-002,2024-09-10,"Life Cat Can - Chicken, Life Cat Can - Tuna","Makanan, Makanan","10, 7","13000, 13000","130000, 91000",Transfer
TX-20241130-001,2024-11-30,"Seresto Flea and Tick Collar for Dogs, Life Cat Pouch Dus, Life Cat Tofu - Macha","Obat Hewan, Makanan, Makanan","9, 8, 2","12000, 4500, 4500","108000, 36000, 9000",Transfer
TX-20240123-003,2024-01-23,"Life Cat Tofu - Mango, Seresto Flea and Tick Collar for Dogs, Life Cat Can - Chicken","Makanan, Obat Hewan, Makanan","2, 5, 3","4500, 30000, 12000","9000, 150000, 36000",Tunai
TX-20240901-001,2024-09-01,"Nutri-Vet Multivitamin Chewable, Frontline Plus Flea & Tick Treatment, Life Cat Pouch - Salmon Adult","Obat Hewan, Obat Hewan, Makanan","4, 10, 3","4500, 30000, 30000","18000, 300000, 90000",Tunai
TX-20241109-002,2024-11-09,"Life Cat Pouch - Chicken Adult, Trixie Cat Laser Pointer","Makanan, Mainan","9, 3","12000, 4500","108000, 13500",Tunai
TX-20240618-002,2024-06-18,Trixie Cat Scratching Post,Mainan,6,20000,120000,Transfer
TX-20240615-002,2024-06-15,"Rogz Utility Dog Leash - Medium, Life Cat Pouch - Kitten Tuna, Frontline Plus Flea & Tick Treatment","Aksesoris, Makanan, Obat Hewan","2, 6, 8","20000, 20000, 30000","40000, 120000, 240000",Tunai
TX-20240611-001,2024-06-11,Life Cat Tofu - Macha,Makanan,8,30000,240000,Tunai
TX-20240313-001,2024-03-13,"Life Cat Tofu - Macha, Life Cat Pouch - Chicken Tuna Adult, Seresto Flea and Tick Collar for Dogs","Makanan, Makanan, Obat Hewan","2, 2, 8","30000, 12000, 30000","60000, 24000, 240000",Transfer
TX-20241128-001,2024-11-28,"Life Cat Pouch - Kitten Tuna, Drontal Cat Dewormer","Makanan, Obat Hewan","2, 9","30000, 4500","60000, 40500",QRIS
TX-20240219-002,2024-02-19,"Kong Classic Dog Chew Toy, Trixie Cat Laser Pointer, Life Cat Pouch - Chicken Tuna Adult","Mainan, Mainan, Makanan","1, 6, 4","25000, 13000, 30000","25000, 78000, 120000",Transfer
TX-20240920-001,2024-09-20,"Kong Puppy Teething Stick, Trixie Cat Laser Pointer, Life Cat Pouch - Kitten Salmon","Mainan, Mainan, Makanan","5, 4, 4","13000, 25000, 13000","65000, 100000, 52000",QRIS
TX-20241122-002,2024-11-22,"Life Cat Tofu - Macha, Life Cat Pouch - Salmon Adult","Makanan, Makanan","8, 8","20000, 13000","160000, 104000",Transfer
TX-20240827-001,2024-08-27,"Life Cat Pouch - Kitten Chicken, Life Cat Can - Chicken","Makanan, Makanan","9, 6","25000, 13000","225000, 78000",Transfer
TX-20240608-001,2024-06-08,Life Cat Pouch - Chicken Adult,Makanan,10,13000,130000,QRIS
TX-20240131-001,2024-01-31,"Life Cat Can - Chicken, Drontal Cat Dewormer, Life Cat Tofu - Macha","Makanan, Obat Hewan, Makanan","4, 8, 4","4500, 20000, 25000","18000, 160000, 100000",Tunai
TX-20240102-001,2024-01-02,"Life Cat Pouch - Kitten Chicken, Frontline Plus Flea & Tick Treatment, Nutri-Vet Multivitamin Chewable","Makanan, Obat Hewan, Obat Hewan","5, 6, 3","30000, 13000, 30000","150000, 78000, 90000",QRIS
TX-20240129-001,2024-01-29,Life Cat Can - Chicken,Makanan,8,4500,36000,Tunai
TX-20240330-002,2024-03-30,"Life Cat Can - Tuna, Frontline Plus Flea & Tick Treatment","Makanan, Obat Hewan","8, 5","25000, 25000","200000, 125000",Tunai
TX-20240924-002,2024-09-24,Life Cat Pouch Dus,Makanan,6,4500,27000,QRIS
TX-20240331-002,2024-03-31,"Seresto Flea and Tick Collar for Dogs, Life Cat Can - Kitten Tuna","Obat Hewan, Makanan","6, 2","25000, 30000","150000, 60000",Transfer
TX-20241107-002,2024-11-07,"Life Cat Tofu - Mango, Life Cat Can - Kitten Tuna, Frontline Plus Flea & Tick Treatment","Makanan, Makanan, Obat Hewan","3, 1, 6","25000, 20000, 30000","75000, 20000, 180000",Tunai
TX-20240502-002,2024-05-02,"Nutri-Vet Multivitamin Chewable, Life Cat Pouch - Kitten Salmon, Life Cat Pouch Dus","Obat Hewan, Makanan, Makanan","9, 10, 5","25000, 20000, 30000","225000, 200000, 150000",QRIS
TX-20240725-001,2024-07-25,"Life Cat Can - Kitten Tuna, Life Cat Pouch - Chicken Adult","Makanan, Makanan","2, 1","4500, 13000","9000, 13000",Transfer
TX-20240521-001,2024-05-21,Life Cat Pouch - Kitten Tuna,Makanan,4,4500,18000,QRIS
TX-20241127-001,2024-11-27,Life Cat Pouch - Chicken Adult,Makanan,7,20000,140000,QRIS
TX-20240816-002,2024-08-16,Rogz Utility Dog Leash - Medium,Aksesoris,7,13000,91000,QRIS
TX-20240611-002,2024-06-11,Life Cat Pouch - Chicken Adult,Makanan,10,4500,45000,QRIS
TX-20240607-002,2024-06-07,"Life Cat Pouch - Kitten Chicken, Life Cat Tofu - Macha","Makanan, Makanan","10, 1","4500, 4500","45000, 4500",Tunai
TX-20241206-002,2024-12-06,"Nutri-Vet Multivitamin Chewable, Life Cat Pouch Dus, Trixie Cat Tunnel","Obat Hewan, Makanan, Mainan","3, 5, 2","25000, 4500, 30000","75000, 22500, 60000",Transfer
TX-20240203-001,2024-02-03,"Life Cat Pouch - Kitten Chicken, Life Cat Tofu - Macha","Makanan, Makanan","9, 5","13000, 13000","117000, 65000",Tunai
TX-20240801-001,2024-08-01,"Nutri-Vet Multivitamin Chewable, Life Cat Can - Tuna, Life Cat Pouch - Kitten Chicken","Obat Hewan, Makanan, Makanan","8, 10, 9","4500, 13000, 13000","36000, 130000, 117000",Transfer
TX-20241208-001,2024-12-08,Rogz Utility Dog Leash - Medium,Aksesoris,3,30000,90000,Tunai
TX-20240113-001,2024-01-13,Life Cat Pouch - Chicken Adult,Makanan,4,20000,80000,Tunai
TX-20240220-001,2024-02-20,Life Cat Can - Kitten Salmon,Makanan,6,4500,27000,Transfer
TX-20240629-002,2024-06-29,Life Cat Pouch - Chicken Adult,Makanan,1,12000,12000,Tunai
TX-20241130-002,2024-11-30,"Life Cat Pouch - Kitten Salmon, Life Cat Can - Chicken, Beaphar Ear Cleaner for Dogs & Cats","Makanan, Makanan, Obat Hewan","7, 7, 9","12000, 20000, 12000","84000, 140000, 108000",Transfer
TX-20240205-001,2024-02-05,"Life Cat Can - Kitten Tuna, Life Cat Pouch - Kitten Salmon","Makanan, Makanan","7, 8","12000, 30000","84000, 240000",Tunai
TX-20240814-001,2024-08-14,"EzyDog Chest Plate Harness for Dogs, Kong Puppy Teething Stick, Frontline Plus Flea & Tick Treatment","Aksesoris, Mainan, Obat Hewan","4, 1, 3","25000, 30000, 20000","100000, 30000, 60000",Tunai
TX-20240728-001,2024-07-28,"Trixie Cat Tunnel, Life Cat Pouch - Kitten Salmon, Trixie Cat Scratching Post","Mainan, Makanan, Mainan","6, 4, 3","13000, 25000, 20000","78000, 100000, 60000",Tunai
TX-20241018-002,2024-10-18,"Life Cat Pouch - Kitten Chicken, Seresto Flea and Tick Collar for Dogs","Makanan, Obat Hewan","9, 2","30000, 25000","270000, 50000",Transfer
TX-20241015-001,2024-10-15,Life Cat Pouch - Kitten Chicken,Makanan,4,30000,120000,Tunai
TX-20240823-001,2024-08-23,Kong Classic Dog Chew Toy,Mainan,7,20000,140000,Tunai
TX-20240421-001,2024-04-21,"Trixie Cat Scratching Post, Trixie Cat Laser Pointer","Mainan, Mainan","3, 9","13000, 25000","39000, 225000",QRIS
TX-20241008-003,2024-10-08,"Kong Puppy Teething Stick, Beaphar Ear Cleaner for Dogs & Cats, Life Cat Pouch Dus","Mainan, Obat Hewan, Makanan","1, 4, 3","25000, 30000, 4500","25000, 120000, 13500",Transfer
TX-20240324-002,2024-03-24,Life Cat Pouch - Kitten Salmon,Makanan,9,12000,108000,Tunai
TX-20240506-001,2024-05-06,"Rogz Utility Dog Leash - Medium, Life Cat Pouch - Chicken Adult, Kong Classic Dog Chew Toy","Aksesoris, Makanan, Mainan","7, 1, 8","25000, 30000, 30000","175000, 30000, 240000",Transfer
TX-20240202-002,2024-02-02,Life Cat Pouch - Kitten Chicken,Makanan,9,12000,108000,Tunai
TX-20240527-002,2024-05-27,"Life Cat Pouch - Chicken Tuna Adult, Life Cat Pouch - Kitten Chicken","Makanan, Makanan","4, 4","25000, 13000","100000, 52000",QRIS
TX-20240110-001,2024-01-10,"Nutri-Vet Multivitamin Chewable, Drontal Cat Dewormer, Life Cat Pouch - Kitten Salmon","Obat Hewan, Obat Hewan, Makanan","8, 6, 9","4500, 30000, 13000","36000, 180000, 117000",Transfer
TX-20240831-002,2024-08-31,"Trixie Cat Tunnel, Kong Puppy Teething Stick, Life Cat Pouch - Kitten Salmon","Mainan, Mainan, Makanan","2, 9, 2","12000, 12000, 4500","24000, 108000, 9000",QRIS
TX-20240406-003,2024-04-06,"Trixie Cat Tunnel, Life Cat Pouch - Chicken Adult, Life Cat Pouch - Kitten Tuna","Mainan, Makanan, Makanan","9, 7, 4","20000, 12000, 13000","180000, 84000, 52000",QRIS
TX-20241116-002,2024-11-16,"Beaphar Ear Cleaner for Dogs & Cats, Life Cat Can - Chicken","Obat Hewan, Makanan","2, 10","20000, 12000","40000, 120000",Transfer
TX-20240502-003,2024-05-02,"Life Cat Pouch Dus, Life Cat Pouch - Chicken Tuna Adult","Makanan, Makanan","2, 1","4500, 30000","9000, 30000",Transfer
TX-20241013-002,2024-10-13,"Life Cat Can - Kitten Salmon, Kong Puppy Teething Stick","Makanan, Mainan","2, 5","4500, 4500","9000, 22500",QRIS
TX-20241004-002,2024-10-04,"Life Cat Tofu - Mango, Life Cat Pouch Dus, Drontal Cat Dewormer","Makanan, Makanan, Obat Hewan","6, 6, 1","20000, 4500, 30000","120000, 27000, 30000",QRIS
TX-20240711-002,2024-07-11,Kong Puppy Teething Stick,Mainan,6,4500,27000,Transfer
TX-20240505-001,2024-05-05,"Life Cat Pouch - Kitten Chicken, Frontline Plus Flea & Tick Treatment, Drontal Cat Dewormer","Makanan, Obat Hewan, Obat Hewan","6, 6, 5","25000, 25000, 13000","150000, 150000, 65000",QRIS
TX-20240102-002,2024-01-02,Life Cat Can - Kitten Salmon,Makanan,8,20000,160000,Tunai
TX-20240511-002,2024-05-11,"Trixie Cat Tunnel, Life Cat Can - Chicken, Life Cat Pouch - Kitten Chicken","Mainan, Makanan, Makanan","10, 7, 3","13000, 4500, 25000","130000, 31500, 75000",Transfer
TX-20240822-002,2024-08-22,"Life Cat Pouch Dus, Life Cat Can - Chicken","Makanan, Makanan","2, 1","12000, 30000","24000, 30000",Transfer
TX-20240415-001,2024-04-15,"Drontal Cat Dewormer, Rogz Utility Dog Leash - Medium, Life Cat Can - Kitten Salmon","Obat Hewan, Aksesoris, Makanan","3, 9, 9","13000, 12000, 30000","39000, 108000, 270000",Transfer
TX-20240325-002,2024-03-25,"Life Cat Can - Tuna, Trixie Cat Tunnel, EzyDog Chest Plate Harness for Dogs","Makanan, Mainan, Aksesoris","5, 10, 7","4500, 12000, 20000","22500, 120000, 140000",Tunai
TX-20240722-001,2024-07-22,"Nutri-Vet Multivitamin Chewable, Trixie Cat Scratching Post","Obat Hewan, Mainan","2, 8","25000, 12000","50000, 96000",Tunai
TX-20240815-003,2024-08-15,Life Cat Pouch - Chicken Adult,Makanan,9,25000,225000,Tunai
TX-20240715-002,2024-07-15,"Trixie Cat Scratching Post, Seresto Flea and Tick Collar for Dogs, Life Cat Can - Chicken","Mainan, Obat Hewan, Makanan","5, 5, 9","20000, 20000, 25000","100000, 100000, 225000",Transfer
TX-20240820-001,2024-08-20,"Life Cat Tofu - Macha, Kong Classic Dog Chew Toy, Trixie Cat Tunnel","Makanan, Mainan, Mainan","4, 5, 7","12000, 12000, 13000","48000, 60000, 91000",Transfer
TX-20240630-001,2024-06-30,"Trixie Cat Tunnel, Life Cat Pouch - Chicken Tuna Adult, Drontal Cat Dewormer","Mainan, Makanan, Obat Hewan","7, 10, 8","4500, 20000, 4500","31500, 200000, 36000",Transfer
TX-20240715-003,2024-07-15,"Seresto Flea and Tick Collar for Dogs, Life Cat Pouch - Kitten Salmon","Obat Hewan, Makanan","4, 6","20000, 30000","80000, 180000",QRIS
TX-20241003-001,2024-10-03,"Beaphar Ear Cleaner for Dogs & Cats, Life Cat Pouch - Kitten Tuna, Life Cat Can - Chicken","Obat Hewan, Makanan, Makanan","3, 10, 2","13000, 12000, 25000","39000, 120000, 50000",QRIS
TX-20241028-002,2024-10-28,"Life Cat Pouch - Chicken Tuna Adult, Life Cat Tofu - Macha, Trixie Cat Tunnel","Makanan, Makanan, Mainan","5, 10, 1","20000, 25000, 4500","100000, 250000, 4500",Transfer
TX-20240726-003,2024-07-26,Life Cat Pouch - Kitten Tuna,Makanan,1,4500,4500,Transfer
TX-20240704-002,2024-07-04,"Kong Classic Dog Chew Toy, Seresto Flea and Tick Collar for Dogs, Trixie Cat Laser Pointer","Mainan, Obat Hewan, Mainan","9, 4, 7","12000, 4500, 13000","108000, 18000, 91000",Transfer
TX-20240311-001,2024-03-11,"Beaphar Ear Cleaner for Dogs & Cats, Trixie Cat Scratching Post, Life Cat Pouch - Kitten Tuna","Obat Hewan, Mainan, Makanan","1, 3, 3","20000, 13000, 12000","20000, 39000, 36000",Transfer
TX-20240304-001,2024-03-04,"Life Cat Pouch - Kitten Chicken, Trixie Cat Laser Pointer, Life Cat Pouch Dus","Makanan, Mainan, Makanan","10, 3, 5","4500, 30000, 4500","45000, 90000, 22500",Transfer
TX-20240718-003,2024-07-18,"Life Cat Can - Chicken, Life Cat Can - Kitten Salmon, Frontline Plus Flea & Tick Treatment","Makanan, Makanan, Obat Hewan","6, 3, 10","30000, 30000, 12000","180000, 90000, 120000",Transfer
TX-20240129-002,2024-01-29,Life Cat Can - Tuna,Makanan,2,12000,24000,Transfer
TX-20240328-001,2024-03-28,Rogz Utility Dog Leash - Medium,Aksesoris,4,30000,120000,QRIS
TX-20240309-002,2024-03-09,"Life Cat Can - Tuna, Kong Classic Dog Chew Toy, Life Cat Pouch - Kitten Salmon","Makanan, Mainan, Makanan","6, 4, 9","25000, 25000, 4500","150000, 100000, 40500",Transfer
TX-20241121-001,2024-11-21,"Nutri-Vet Multivitamin Chewable, Trixie Cat Scratching Post","Obat Hewan, Mainan","2, 9","4500, 25000","9000, 225000",Transfer
TX-20240316-001,2024-03-16,"Life Cat Can - Kitten Salmon, EzyDog Chest Plate Harness for Dogs","Makanan, Aksesoris","4, 6","12000, 20000","48000, 120000",Transfer
TX-20240205-002,2024-02-05,Life Cat Pouch - Kitten Tuna,Makanan,5,12000,60000,Transfer
TX-20240814-002,2024-08-14,Life Cat Pouch - Salmon Adult,Makanan,7,12000,84000,Tunai
TX-20240202-003,2024-02-02,"Trixie Cat Tunnel, EzyDog Chest Plate Harness for Dogs, Life Cat Pouch - Kitten Salmon","Mainan, Aksesoris, Makanan","1, 2, 2","25000, 12000, 20000","25000, 24000, 40000",Transfer
TX-20240604-001,2024-06-04,Trixie Cat Tunnel,Mainan,3,25000,75000,QRIS
TX-20240228-002,2024-02-28,Life Cat Can - Chicken,Makanan,10,13000,130000,Tunai
TX-20241011-002,2024-10-11,"Life Cat Can - Tuna, Life Cat Pouch - Kitten Chicken, Beaphar Ear Cleaner for Dogs & Cats","Makanan, Makanan, Obat Hewan","10, 8, 10","30000, 30000, 12000","300000, 240000, 120000",Transfer
TX-20240706-001,2024-07-06,Life Cat Pouch - Chicken Adult,Makanan,9,4500,40500,QRIS
TX-20240209-002,2024-02-09,Life Cat Pouch - Chicken Tuna Adult,Makanan,7,30000,210000,QRIS
TX-20241027-001,2024-10-27,"Life Cat Tofu - Mango, Beaphar Ear Cleaner for Dogs & Cats","Makanan, Obat Hewan","4, 4","25000, 12000","100000, 48000",Transfer
TX-20240518-001,2024-05-18,"Life Cat Can - Chicken, Life Cat Can - Kitten Tuna, Drontal Cat Dewormer","Makanan, Makanan, Obat Hewan","7, 6, 4","12000, 25000, 4500","84000, 150000, 18000",QRIS
TX-20240214-001,2024-02-14,Seresto Flea and Tick Collar for Dogs,Obat Hewan,1,30000,30000,QRIS
TX-20240217-001,2024-02-17,"Trixie Cat Laser Pointer, Life Cat Pouch - Chicken Adult","Mainan, Makanan","4, 9","13000, 25000","52000, 225000",QRIS
TX-20240427-001,2024-04-27,"Kong Classic Dog Chew Toy, Trixie Cat Scratching Post","Mainan, Mainan","1, 4","20000, 30000","20000, 120000",QRIS
TX-20240426-003,2024-04-26,"Life Cat Can - Kitten Salmon, Trixie Cat Tunnel","Makanan, Mainan","7, 7","13000, 12000","91000, 84000",QRIS
TX-20240914-001,2024-09-14,"Trixie Cat Tunnel, Life Cat Pouch - Chicken Adult, EzyDog Chest Plate Harness for Dogs","Mainan, Makanan, Aksesoris","8, 8, 4","30000, 4500, 25000","240000, 36000, 100000",Transfer
TX-20240826-001,2024-08-26,"Life Cat Pouch - Kitten Tuna, EzyDog Chest Plate Harness for Dogs, Life Cat Pouch Dus","Makanan, Aksesoris, Makanan","8, 5, 3","30000, 4500, 13000","240000, 22500, 39000",Tunai
TX-20240920-002,2024-09-20,"Drontal Cat Dewormer, Seresto Flea and Tick Collar for Dogs","Obat Hewan, Obat Hewan","9, 9","4500, 20000","40500, 180000",QRIS
TX-20241015-002,2024-10-15,"Life Cat Tofu - Mango, Seresto Flea and Tick Collar for Dogs","Makanan, Obat Hewan","5, 7","12000, 25000","60000, 175000",QRIS
TX-20240622-002,2024-06-22,"Kong Puppy Teething Stick, Trixie Cat Laser Pointer","Mainan, Mainan","5, 1","13000, 12000","65000, 12000",QRIS
TX-20241125-001,2024-11-25,"Life Cat Can - Chicken, Drontal Cat Dewormer","Makanan, Obat Hewan","2, 2","25000, 12000","50000, 24000",QRIS
TX-20240624-002,2024-06-24,Trixie Cat Scratching Post,Mainan,9,30000,270000,QRIS
TX-20240531-003,2024-05-31,"Life Cat Pouch - Kitten Salmon, Life Cat Can - Tuna","Makanan, Makanan","8, 5","12000, 20000","96000, 100000",Transfer
TX-20240812-002,2024-08-12,"Life Cat Can - Kitten Tuna, Life Cat Pouch - Kitten Chicken, Nutri-Vet Multivitamin Chewable","Makanan, Makanan, Obat Hewan","9, 7, 4","4500, 30000, 25000","40500, 210000, 100000",Transfer
TX-20241116-003,2024-11-16,Rogz Utility Dog Leash - Medium,Aksesoris,3,30000,90000,Tunai
TX-20241023-003,2024-10-23,"Life Cat Pouch Dus, Life Cat Can - Tuna, Nutri-Vet Multivitamin Chewable","Makanan, Makanan, Obat Hewan","8, 3, 9","25000, 13000, 13000","200000, 39000, 117000",Transfer
TX-20240712-001,2024-07-12,"Life Cat Can - Chicken, Life Cat Pouch - Kitten Tuna","Makanan, Makanan","2, 7","4500, 25000","9000, 175000",Tunai
TX-20241010-001,2024-10-10,"Seresto Flea and Tick Collar for Dogs, Life Cat Can - Chicken","Obat Hewan, Makanan","1, 7","30000, 12000","30000, 84000",Tunai
TX-20240726-004,2024-07-26,"Life Cat Pouch - Kitten Chicken, Trixie Cat Laser Pointer","Makanan, Mainan","2, 6","25000, 30000","50000, 180000",QRIS
TX-20241104-001,2024-11-04,"Rogz Utility Dog Leash - Medium, Life Cat Pouch - Kitten Chicken","Aksesoris, Makanan","9, 3","30000, 4500","270000, 13500",Transfer
TX-20240224-002,2024-02-24,"Life Cat Can - Kitten Salmon, Life Cat Pouch - Salmon Adult, Seresto Flea and Tick Collar for Dogs","Makanan, Makanan, Obat Hewan","1, 2, 6","13000, 13000, 20000","13000, 26000, 120000",QRIS
TX-20240401-001,2024-04-01,"Life Cat Pouch - Kitten Salmon, Life Cat Pouch - Salmon Adult","Makanan, Makanan","9, 4","30000, 13000","270000, 52000",Tunai
TX-20241016-001,2024-10-16,Nutri-Vet Multivitamin Chewable,Obat Hewan,7,12000,84000,QRIS
TX-20240209-003,2024-02-09,"Life Cat Tofu - Mango, Life Cat Can - Tuna","Makanan, Makanan","6, 8","13000, 13000","78000, 104000",Transfer
TX-20241107-003,2024-11-07,Life Cat Pouch - Kitten Tuna,Makanan,9,25000,225000,QRIS
TX-20240926-001,2024-09-26,"Life Cat Pouch Dus, Life Cat Pouch - Kitten Chicken","Makanan, Makanan","3, 9","12000, 20000","36000, 180000",Transfer
TX-20241114-001,2024-11-14,Trixie Cat Scratching Post,Mainan,1,30000,30000,Transfer
TX-20241030-001,2024-10-30,"Trixie Cat Scratching Post, Kong Classic Dog Chew Toy, Life Cat Pouch - Kitten Chicken","Mainan, Mainan, Makanan","5, 4, 6","13000, 13000, 4500","65000, 52000, 27000",Transfer
TX-20240714-001,2024-07-14,"EzyDog Chest Plate Harness for Dogs, Beaphar Ear Cleaner for Dogs & Cats, Life Cat Pouch - Chicken Adult","Aksesoris, Obat Hewan, Makanan","7, 7, 5","12000, 30000, 4500","84000, 210000, 22500",Tunai
TX-20240802-001,2024-08-02,"Life Cat Can - Chicken, Kong Puppy Teething Stick","Makanan, Mainan","6, 6","30000, 30000","180000, 180000",Transfer
TX-20240625-001,2024-06-25,Life Cat Pouch - Chicken Adult,Makanan,2,12000,24000,Transfer
TX-20241104-002,2024-11-04,Life Cat Pouch - Kitten Tuna,Makanan,9,25000,225000,Transfer
TX-20240502-004,2024-05-02,Life Cat Pouch - Kitten Salmon,Makanan,3,20000,60000,QRIS
TX-20240331-003,2024-03-31,"Life Cat Tofu - Macha, Nutri-Vet Multivitamin Chewable, Life Cat Can - Tuna","Makanan, Obat Hewan, Makanan","1, 4, 7","30000, 20000, 13000","30000, 80000, 91000",Transfer
TX-20240710-001,2024-07-10,"Rogz Utility Dog Leash - Medium, Frontline Plus Flea & Tick Treatment","Aksesoris, Obat Hewan","5, 10","20000, 12000","100000, 120000",Transfer
TX-20240825-002,2024-08-25,"Life Cat Can - Kitten Tuna, Seresto Flea and Tick Collar for Dogs, Life Cat Pouch - Salmon Adult","Makanan, Obat Hewan, Makanan","2, 10, 8","12000, 20000, 4500","24000, 200000, 36000",Tunai
TX-20240130-001,2024-01-30,"Seresto Flea and Tick Collar for Dogs, Life Cat Pouch - Salmon Adult, Life Cat Pouch Dus","Obat Hewan, Makanan, Makanan","1, 8, 3","13000, 25000, 20000","13000, 200000, 60000",QRIS
TX-20240927-001,2024-09-27,Life Cat Can - Chicken,Makanan,4,4500,18000,Transfer
TX-20241210-001,2024-12-10,"Life Cat Tofu - Macha, Trixie Cat Scratching Post","Makanan, Mainan","2, 9","13000, 30000","26000, 270000",Transfer
TX-20241105-001,2024-11-05,"Life Cat Pouch Dus, Life Cat Pouch - Kitten Tuna, Trixie Cat Laser Pointer","Makanan, Makanan, Mainan","8, 7, 2","25000, 13000, 25000","200000, 91000, 50000",Tunai
TX-20240201-001,2024-02-01,"Life Cat Can - Kitten Tuna, Life Cat Pouch - Kitten Salmon","Makanan, Makanan","1, 6","4500, 30000","4500, 180000",Tunai
TX-20240310-001,2024-03-10,"Frontline Plus Flea & Tick Treatment, Life Cat Pouch - Salmon Adult","Obat Hewan, Makanan","6, 9","30000, 4500","180000, 40500",Tunai
TX-20240618-003,2024-06-18,Seresto Flea and Tick Collar for Dogs,Obat Hewan,10,13000,130000,Tunai
